Sub-region	colors	Genetic ID	Publication	YBP	year_range	Group ID	Country	Lat.	Long.	Molecular Sex	mtDNA haplogroup	x	y
Asia Western	#0b7734	I1631	LazaridisNature2016	-6171.0	-6000	Armenia_C	Armenia	39.73	45.2	F	K1a8	3.786338	-2.692479
Asia Western	#0b7734	I1632	LazaridisNature2016	-6148.0	-6000	Armenia_C	Armenia	39.73	45.2	M	K	4.1562824	-2.737346
Asia Western	#0b7734	I1633	LazaridisNature2016	-4537.0	-4000	Armenia_EBA	Armenia	40.65	45.1167	F	H1u	4.918852	-2.4784367
Asia Western	#0b7734	I1635	LazaridisNature2016	-4548.0	-4000	Armenia_EBA	Armenia	40.65	45.1167	M	X2f	4.7970147	-2.434844
Asia Western	#0b7734	I1658	LazaridisNature2016	-5234.0	-5000	Armenia_EBA	Armenia	40.382958	43.873663	F	U3a2a	4.8857956	-2.489568
Asia Western	#0b7734	DA35_noUDG.SG	DamgaardNature2018	-3331.0	-3000	Armenia_LBA_LchashenMetsamor.SG	Armenia	40.52027778	44.93083333	F	J1b1a1+146	2.714097	-2.1123805
Asia Western	#0b7734	I1656	LazaridisNature2016	-3469.0	-3000	Armenia_MBA	Armenia	40.377222	43.938333	F	T1a2	4.4475017	-2.5394092
Asia Western	#0b7734	Lebanese10AR37	LazaridisNature2016	0.0	0	Lebanese_Christian	Lebanon	33.89	35.5	M	..	11.169831	-2.7139924
Asia Western	#0b7734	S_Armenian-1.DG	MallickNature2016	0.0	0	Armenian.DG	Armenia	39.815278	46.751944	M	..	10.606708	-3.2869198
Asia Western	#0b7734	Lebanese11AS14	LazaridisNature2016	0.0	0	Lebanese_Muslim	Lebanon	33.89	35.5	F	..	11.227082	-2.6064527
Asia Western	#0b7734	Lebanese20AR21	LazaridisNature2016	0.0	0	Lebanese_Muslim	Lebanon	33.89	35.5	F	..	11.1420145	-2.446106
Asia Western	#0b7734	HGDP00694.SDG	BergstromScience2020	0.0	0	Palestinian.SDG	Israel	32	35	F	..	12.985726	0.74936604
Asia Western	#0b7734	HGDP00691.SDG	BergstromScience2020	0.0	0	Palestinian.SDG	Israel	32	35	F	..	12.684625	1.0716367
Asia Western	#0b7734	HGDP00690.SDG	BergstromScience2020	0.0	0	Palestinian.SDG	Israel	32	35	F	..	12.771856	0.7536708
Asia Western	#0b7734	HGDP00689.SDG	BergstromScience2020	0.0	0	Palestinian.SDG	Israel	32	35	F	..	12.909379	0.7763107
Asia Western	#0b7734	HGDP00688.SDG	BergstromScience2020	0.0	0	Palestinian.SDG	Israel	32	35	F	..	12.730445	0.84973454
Asia Western	#0b7734	HGDP00687.SDG	BergstromScience2020	0.0	0	Palestinian_oAfrican.SDG	Israel	31	35	F	..	12.703125	0.55857706
Asia Western	#0b7734	HGDP00686.SDG	BergstromScience2020	0.0	0	Palestinian.SDG	Israel	32	35	F	..	12.6205635	1.2376442
Asia Western	#0b7734	HGDP00685.SDG	BergstromScience2020	0.0	0	Palestinian_oAfrican.SDG	Israel	32	35	F	..	12.606767	1.3173846
Asia Western	#0b7734	HGDP00684.SDG	BergstromScience2020	0.0	0	Palestinian.SDG	Israel	32	35	F	..	12.945054	0.8546484
Asia Western	#0b7734	HGDP00683.SDG	BergstromScience2020	0.0	0	Palestinian.SDG	Israel	32	35	F	..	12.668359	1.1805269
Asia Western	#0b7734	HGDP00680.SDG	BergstromScience2020	0.0	0	Palestinian.SDG	Israel	32	35	F	..	12.675186	1.3427871
Asia Western	#0b7734	HGDP00679.SDG	BergstromScience2020	0.0	0	Palestinian.SDG	Israel	32	35	F	..	12.949981	0.7995409
Asia Western	#0b7734	HGDP00677.SDG	BergstromScience2020	0.0	0	Palestinian.SDG	Israel	32	35	M	..	12.681417	0.8374316
Asia Western	#0b7734	HGDP00676.SDG	BergstromScience2020	0.0	0	Palestinian.SDG	Israel	32	35	M	..	12.9443445	0.7633809
Asia Western	#0b7734	HGDP00675.SDG	BergstromScience2020	0.0	0	Palestinian.SDG	Israel	32	35	M	..	12.71736	0.7943729
Asia Western	#0b7734	S_Palestinian-3.DG	MallickNature2016 (shotgun data with SNP array data first published in LiScience2008 and JakobssonNature2008)	0.0	0	Palestinian.DG	Israel	32	35	F	..	12.848792	0.7725462
Asia Western	#0b7734	S_Palestinian-2.DG	MallickNature2016 (shotgun data with SNP array data first published in LiScience2008 and JakobssonNature2008)	0.0	0	Palestinian.DG	Israel	32	35	F	..	12.855305	0.7591123
Asia Western	#0b7734	S_Palestinian-1.DG	MallickNature2016 (shotgun data with SNP array data first published in LiScience2008 and JakobssonNature2008)	0.0	0	Palestinian.DG	Israel	32	35	M	..	12.684933	0.99492025
Asia Western	#0b7734	Lebanese30AR21	LazaridisNature2016	0.0	0	Lebanese_Muslim	Lebanon	33.89	35.5	M	..	12.951074	0.81146985
Asia Western	#0b7734	Lebanese24AR27	LazaridisNature2016	0.0	0	Lebanese_Muslim	Lebanon	33.89	35.5	M	..	10.986849	-2.4313407
Asia Western	#0b7734	Lebanese22BA23	LazaridisNature2016	0.0	0	Lebanese_Christian	Lebanon	33.89	35.5	F	..	11.046917	-2.6361947
Asia Western	#0b7734	Lebanese15AR37	LazaridisNature2016	0.0	0	Lebanese_Christian	Lebanon	33.89	35.5	M	..	5.6914525	-2.7712963
Asia Western	#0b7734	HGDP00594	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	M	..	11.172609	-2.5962496
Asia Western	#0b7734	S_Armenian-2.DG	MallickNature2016	0.0	0	Armenian.DG	Armenia	40.604517	43.100758	M	..	10.032092	-3.8323133
Asia Western	#0b7734	HGDP00609.SDG	BergstromScience2020	0.0	0	BedouinA.SDG	Israel	31	35	M	..	12.587208	1.359822
Asia Western	#0b7734	HGDP00567	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	11.211953	-2.5733428
Asia Western	#0b7734	HGDP00568	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	U	..	10.737272	-2.7937114
Asia Western	#0b7734	HGDP00569	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	11.064721	-2.5994487
Asia Western	#0b7734	HGDP00571	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	10.631205	-3.0712311
Asia Western	#0b7734	HGDP00572	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	11.096942	-2.51592
Asia Western	#0b7734	HGDP00573	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	10.918509	-2.577475
Asia Western	#0b7734	HGDP00574	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	11.115272	-2.622717
Asia Western	#0b7734	HGDP00575	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	11.205252	-2.6080558
Asia Western	#0b7734	HGDP00576	PattersonGenetics2012	0.0	0	Ignore_Druze	Israel	32	35	M	..	12.864535	0.6754233
Asia Western	#0b7734	HGDP00577	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	10.983983	-2.5194325
Asia Western	#0b7734	HGDP00578	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	11.067179	-2.5585155
Asia Western	#0b7734	HGDP00579	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	11.024528	-2.656216
Asia Western	#0b7734	HGDP00580	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	M	..	11.135962	-2.5450587
Asia Western	#0b7734	HGDP00581	PattersonGenetics2012	0.0	0	Ignore_Druze	Israel	32	35	F	..	10.937602	-2.519147
Asia Western	#0b7734	HGDP00582	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	10.988377	-2.563737
Asia Western	#0b7734	HGDP00583	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	11.058257	-2.6195004
Asia Western	#0b7734	HGDP00584	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	10.825846	-2.7085872
Asia Western	#0b7734	HGDP00586	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	11.222168	-2.5847497
Asia Western	#0b7734	HGDP00587	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	10.857604	-2.6997209
Asia Western	#0b7734	HGDP00588	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	M	..	11.192494	-2.5515914
Asia Western	#0b7734	HGDP00590	PattersonGenetics2012	0.0	0	Ignore_Druze	Israel	32	35	U	..	10.889164	-2.9048216
Asia Western	#0b7734	HGDP00566	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	11.161135	-2.5528638
Asia Western	#0b7734	MTT001	SkourtaniotiCell2020	-7710.0	-7000	Azerbaijan_Caucasus_lowlands_LN	Azerbaijan	40.9418889	45.8327778	F	U7	5.3795495	-2.7256505
Asia Western	#0b7734	HGDP00565	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	11.260033	-2.5680258
Asia Western	#0b7734	HGDP00563	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	11.155046	-2.516107
Asia Western	#0b7734	HGDP00611.SDG	BergstromScience2020	0.0	0	BedouinA.SDG	Israel	31	35	M	..	11.861413	5.335365
Asia Western	#0b7734	HGDP00613.SDG	BergstromScience2020	0.0	0	BedouinA.SDG	Israel	31	35	F	..	12.610257	1.2561016
Asia Western	#0b7734	HGDP00614.SDG	BergstromScience2020	0.0	0	BedouinA.SDG	Israel	31	35	F	..	12.628772	1.2723435
Asia Western	#0b7734	HGDP00615.SDG	BergstromScience2020	0.0	0	BedouinA.SDG	Israel	31	35	F	..	12.659974	0.9940966
Asia Western	#0b7734	HGDP00619.SDG	BergstromScience2020	0.0	0	BedouinA.SDG	Israel	31	35	M	..	12.7116585	1.0509449
Asia Western	#0b7734	HGDP00620.SDG	BergstromScience2020	0.0	0	BedouinA.SDG	Israel	31	35	M	..	11.838816	5.221485
Asia Western	#0b7734	HGDP00622.SDG	BergstromScience2020	0.0	0	BedouinA.SDG	Israel	31	35	M	..	12.628001	1.2163302
Asia Western	#0b7734	HGDP00625.SDG	BergstromScience2020	0.0	0	BedouinA.SDG	Israel	31	35	M	..	12.656457	1.0919285
Asia Western	#0b7734	HGDP00626.SDG	BergstromScience2020	0.0	0	BedouinA.SDG	Israel	31	35	M	..	12.643007	1.129512
Asia Western	#0b7734	HGDP00628.SDG	BergstromScience2020	0.0	0	BedouinA.SDG	Israel	31	35	M	..	12.603975	1.2533251
Asia Western	#0b7734	HGDP00629.SDG	BergstromScience2020	0.0	0	BedouinA.SDG	Israel	31	35	M	..	12.621196	1.3724649
Asia Western	#0b7734	HGDP00632.SDG	BergstromScience2020	0.0	0	BedouinA.SDG	Israel	31	35	F	..	11.839243	5.2249193
Asia Western	#0b7734	HGDP00634.SDG	BergstromScience2020	0.0	0	BedouinA.SDG	Israel	32	35	F	..	11.837519	5.222722
Asia Western	#0b7734	HGDP00635.SDG	BergstromScience2020	0.0	0	BedouinA.SDG	Israel	31	35	F	..	12.561739	1.3494462
Asia Western	#0b7734	HGDP00637.SDG	BergstromScience2020	0.0	0	BedouinA.SDG	Israel	31	35	F	..	12.59648	1.3269755
Asia Western	#0b7734	HGDP00557	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	11.167389	-2.7258751
Asia Western	#0b7734	HGDP00558	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	10.86678	-2.712752
Asia Western	#0b7734	HGDP00559	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	10.902865	-2.6993847
Asia Western	#0b7734	HGDP00560	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	11.041604	-2.6905563
Asia Western	#0b7734	HGDP00561	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	10.739408	-2.762391
Asia Western	#0b7734	HGDP00562	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	M	..	11.200084	-2.6078038
Asia Western	#0b7734	HGDP00564	PattersonGenetics2012	0.0	0	Druze	Israel	32	35	F	..	11.050855	-2.657882
Asia Western	#0b7734	abh27	LazaridisNature2014	0.0	0	Abkhasian	Abkhazia	43.003333	41.015278	M	..	10.593591	-3.2884955
Asia Western	#0b7734	HGDP00618.SDG	BergstromScience2020	0.0	0	BedouinB.SDG	Israel	31	35	M	..	12.904569	0.7508408
Asia Western	#0b7734	HGDP00606.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	10.953415	-2.5893695
Asia Western	#0b7734	HGDP00562.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	M	..	11.215576	-2.5778458
Asia Western	#0b7734	HGDP00561.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	10.708184	-2.8140824
Asia Western	#0b7734	HGDP00560.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	11.009735	-2.7425756
Asia Western	#0b7734	HGDP00559.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	10.893403	-2.6836774
Asia Western	#0b7734	HGDP00558.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	10.809152	-2.6661553
Asia Western	#0b7734	armenia293	LazaridisNature2014	0.0	0	Armenian	Armenia	40.193561	44.545441	M	..	10.606388	-3.2720091
Asia Western	#0b7734	armenia91	LazaridisNature2014	0.0	0	Armenian	Armenia	40.193561	44.545441	M	..	10.801513	-3.1006663
Asia Western	#0b7734	abh122	LazaridisNature2014	0.0	0	Abkhasian	Abkhazia	43.003333	41.015278	M	..	10.663658	-3.2477496
Asia Western	#0b7734	HGDP00557.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	11.161782	-2.750043
Asia Western	#0b7734	S_Druze-2.DG	MallickNature2016 (shotgun data with SNP array data first published in LiScience2008 and JakobssonNature2008)	0.0	0	Druze.DG	Israel	32	35	M	..	10.877684	-2.6304126
Asia Western	#0b7734	mg62	LazaridisNature2014	0.0	0	Georgian	Georgia	42.5	41.85	M	..	10.552633	-3.444446
Asia Western	#0b7734	S_Druze-1.DG	MallickNature2016 (shotgun data with SNP array data first published in LiScience2008 and JakobssonNature2008)	0.0	0	Druze.DG	Israel	32	35	F	..	11.0681925	-2.5613418
Asia Western	#0b7734	armenia279	LazaridisNature2014	0.0	0	Armenian	Armenia	40.193561	44.545441	M	..	11.150289	-2.754232
Asia Western	#0b7734	armenia86	LazaridisNature2014	0.0	0	Armenian	Armenia	40.193561	44.545441	M	..	10.442744	-3.4939015
Asia Western	#0b7734	abh119	LazaridisNature2014	0.0	0	Abkhasian	Abkhazia	43.003333	41.015278	M	..	10.546672	-3.332006
Asia Western	#0b7734	mg49	LazaridisNature2014	0.0	0	Georgian	Georgia	42.5	41.85	M	..	10.196121	-3.7345207
Asia Western	#0b7734	mg22	LazaridisNature2014	0.0	0	Georgian	Georgia	42.5	41.85	M	..	10.639982	-3.2723067
Asia Western	#0b7734	armenia191	LazaridisNature2014	0.0	0	Armenian	Armenia	40.193561	44.545441	M	..	10.720923	-3.21797
Asia Western	#0b7734	abh41	LazaridisNature2014	0.0	0	Abkhasian	Abkhazia	43.003333	41.015278	M	..	6.77344	1.2298744
Asia Western	#0b7734	abh107	LazaridisNature2014	0.0	0	Russia_Abkhasian	Abkhazia	43.003333	41.015278	M	..	6.7003303	1.2479796
Asia Western	#0b7734	HGDP00595.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	M	..	10.832943	-2.674481
Asia Western	#0b7734	mg23	LazaridisNature2014	0.0	0	Georgian	Georgia	42.5	41.85	M	..	10.722376	-3.2323081
Asia Western	#0b7734	armenia162	LazaridisNature2014	0.0	0	Armenian	Armenia	40.193561	44.545441	M	..	10.7013035	-3.2021718
Asia Western	#0b7734	abh24	LazaridisNature2014	0.0	0	Abkhasian	Abkhazia	43.003333	41.015278	M	..	7.202621	1.3194749
Asia Western	#0b7734	mg40	LazaridisNature2014	0.0	0	Georgian	Georgia	42.5	41.85	M	..	10.581249	-3.3395648
Asia Western	#0b7734	HGDP00563.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	11.1692	-2.5504067
Asia Western	#0b7734	HGDP00564.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	11.091443	-2.6973827
Asia Western	#0b7734	HGDP00565.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	11.237781	-2.551054
Asia Western	#0b7734	HGDP00566.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	11.175805	-2.5659266
Asia Western	#0b7734	HGDP00597.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	M	..	10.920305	-2.6901557
Asia Western	#0b7734	HGDP00598.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	M	..	11.056648	-2.5179365
Asia Western	#0b7734	HGDP00599.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	M	..	10.905477	-2.9006486
Asia Western	#0b7734	HGDP00600.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	M	..	11.190828	-2.6215124
Asia Western	#0b7734	HGDP00601.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	11.237085	-2.6089294
Asia Western	#0b7734	HGDP00602.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	M	..	11.015692	-2.6989956
Asia Western	#0b7734	HGDP00604.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	M	..	11.15962	-2.7414021
Asia Western	#0b7734	HGDP00591.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	10.711893	-2.7724488
Asia Western	#0b7734	HGDP00588.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	M	..	11.221411	-2.5915327
Asia Western	#0b7734	HGDP00587.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	10.787734	-2.6990356
Asia Western	#0b7734	HGDP00586.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	11.247089	-2.5932727
Asia Western	#0b7734	HGDP00584.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	10.851045	-2.685538
Asia Western	#0b7734	mg47	LazaridisNature2014	0.0	0	Georgian	Georgia	42.5	41.85	M	..	10.68567	-3.2305334
Asia Western	#0b7734	HGDP00583.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	11.094291	-2.5922334
Asia Western	#0b7734	HGDP00580.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	M	..	11.143942	-2.5930915
Asia Western	#0b7734	HGDP00579.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	11.032312	-2.6531146
Asia Western	#0b7734	HGDP00578.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	11.042415	-2.565316
Asia Western	#0b7734	HGDP00577.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	11.024591	-2.5593472
Asia Western	#0b7734	HGDP00575.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	11.198732	-2.6045702
Asia Western	#0b7734	HGDP00574.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	11.13249	-2.575129
Asia Western	#0b7734	HGDP00573.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	10.920141	-2.5901937
Asia Western	#0b7734	HGDP00572.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	11.173542	-2.553398
Asia Western	#0b7734	HGDP00571.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	10.635096	-3.0613744
Asia Western	#0b7734	HGDP00569.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	11.067145	-2.6100035
Asia Western	#0b7734	HGDP00568.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	U	..	10.680899	-2.7816706
Asia Western	#0b7734	HGDP00567.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	11.185378	-2.6237586
Asia Western	#0b7734	HGDP00582.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	F	..	10.968504	-2.5766559
Asia Western	#0b7734	Yemenese1529	LazaridisNature2014	0.0	0	Yemeni	Yemen	14.040673	44.571533	M	..	12.990687	1.4365561
Asia Western	#0b7734	HGDP00594.SDG	BergstromScience2020	0.0	0	Druze.SDG	Israel	32	35	M	..	11.2012	-2.583833
Asia Western	#0b7734	armenia106	LazaridisNature2014	0.0	0	Armenian	Armenia	40.193561	44.545441	M	..	10.902777	-3.0770948
Asia Western	#0b7734	S_Georgian-1.DG	MallickNature2016	0.0	0	Georgian.DG	Georgia	42.5	41.85	M	..	10.622258	-3.2681987
Asia Western	#0b7734	S_Georgian-2.DG	MallickNature2016	0.0	0	Georgian.DG	Georgia	42.5	41.85	M	..	10.69736	-3.2208028
Asia Western	#0b7734	mg34	LazaridisNature2014	0.0	0	Georgian	Georgia	42.5	41.85	M	..	10.696557	-3.2243834
Asia Western	#0b7734	KK1_noUDG.SG	JonesNatureCommunications2015	-9750.0	-9000	Georgia_Kotias.SG	Georgia	42.28	43.28	M	H13c	5.689542	-2.192888
Asia Western	#0b7734	armenia176	LazaridisNature2014	0.0	0	Armenian	Armenia	40.193561	44.545441	M	..	10.800317	-3.1179228
Asia Western	#0b7734	armenia139	LazaridisNature2014	0.0	0	Armenian	Armenia	40.193561	44.545441	M	..	10.958588	-2.9370906
Asia Western	#0b7734	mg31	LazaridisNature2014	0.0	0	Georgian	Georgia	42.5	41.85	M	..	10.673684	-3.251613
Asia Western	#0b7734	abh154	LazaridisNature2014	0.0	0	Abkhasian	Abkhazia	43.003333	41.015278	M	..	10.611783	-3.2779856
Asia Western	#0b7734	mg27	LazaridisNature2014	0.0	0	Georgian	Georgia	42.5	41.85	M	..	10.615397	-3.2680545
Asia Western	#0b7734	abh147	LazaridisNature2014	0.0	0	Abkhasian	Abkhazia	43.003333	41.015278	M	..	10.035558	-3.848972
Asia Western	#0b7734	abh133	LazaridisNature2014	0.0	0	Abkhasian	Abkhazia	43.003333	41.015278	M	..	10.421825	-3.3948205
Asia Western	#0b7734	armenia102	LazaridisNature2014	0.0	0	Armenian	Armenia	40.193561	44.545441	M	..	10.680454	-3.204893
Asia Western	#0b7734	saudi1403	LazaridisNature2014	0.0	0	Saudi	Saudi Arabia	18.490029	42.51709	M	..	13.003755	0.7924884
Australia and New Zealand	#fdd0a2	S_Maori-1.DG	MallickNature2016	0.0	0	Maori.DG	New Zealand	-41.28333333	174.45	M	..	-4.7598805	6.477522
Australia and New Zealand	#fdd0a2	IHW9122(WOO,EM)	LazaridisNature2014	0.0	0	Ignore_Australian_ECCAC_PCA_outlier	Australia	..	..	M	..	-3.4410262	5.7341595
Australia and New Zealand	#fdd0a2	B_Australian-4.DG	PrueferNature2013	0.0	0	Australian.DG	Australia	-13	143	M	..	-9.754434	9.651898
Australia and New Zealand	#fdd0a2	IHW9117(IHL,AD031)	LazaridisNature2014	0.0	0	Ignore_Australian	Australia	..	..	M	..	-3.463998	5.7487793
Australia and New Zealand	#fdd0a2	IHW9196(HAY,KJ)	LazaridisNature2014	0.0	0	Ignore_Australian	Australia	..	..	M	..	-3.4365118	5.722307
Australia and New Zealand	#fdd0a2	IHW9118(BUR,E)	LazaridisNature2014	0.0	0	Australian	Australia	..	..	F	..	-9.748766	9.642786
Australia and New Zealand	#fdd0a2	IHW9194(WON,I)	LazaridisNature2014	0.0	0	Ignore_Australian	Australia	..	..	F	..	-4.5532126	6.785861
Australia and New Zealand	#fdd0a2	IHW9193(WON,M)	LazaridisNature2014	0.0	0	Australian	Australia	..	..	M	..	-9.748796	9.643332
Australia and New Zealand	#fdd0a2	B_Australian-3.DG	MallickNature2016	0.0	0	Australian.DG	Australia	-13	143	U	..	-9.746769	9.639453
Australia and New Zealand	#fdd0a2	IHW9195(WON,C)	LazaridisNature2014	0.0	0	Australian	Australia	..	..	M	..	-9.749022	9.643911
Australia and New Zealand	#fdd0a2	IHW9124(IHL,AD036)	LazaridisNature2014	0.0	0	Ignore_Australian	Australia	..	..	M	..	-3.3861713	5.714896
Australia and New Zealand	#fdd0a2	IHW9192(NON,L)	LazaridisNature2014	0.0	0	Ignore_Australian	Australia	..	..	F	..	-3.3186688	5.7299438
Europe Eastern	#e2e2ef	TTR-245	JeongNatureEcologyEvolution2019	0.0	0	Tatar_Kazan	Russia	55.23	52.58	M	..	2.2404842	2.706899
Europe Eastern	#e2e2ef	TTR-201	JeongNatureEcologyEvolution2019	0.0	0	Tatar_Kazan	Russia	55.23	52.58	M	..	1.9876044	2.8935363
Europe Eastern	#e2e2ef	TTR-244	JeongNatureEcologyEvolution2019	0.0	0	Tatar_Kazan	Russia	55.23	52.58	M	..	2.3342693	2.6741064
Europe Eastern	#e2e2ef	TTR-241	JeongNatureEcologyEvolution2019	0.0	0	Tatar_Mishar	Russia	55	48.5	M	..	2.9313579	2.3392951
Europe Eastern	#e2e2ef	TTR-217	JeongNatureEcologyEvolution2019	0.0	0	Tatar_Kazan	Russia	55.23	52.58	M	..	2.4263215	2.5621498
Europe Eastern	#e2e2ef	STA-128	JeongNatureEcologyEvolution2019	0.0	0	Tatar_Siberian	Russia	56.89	66.52	M	..	0.81888926	4.636116
Europe Eastern	#e2e2ef	STA-435	JeongNatureEcologyEvolution2019	0.0	0	Tatar_Siberian_Zabolotniye	Russia	58.41	67.46	M	..	0.34177163	4.916911
Europe Eastern	#e2e2ef	TTR-094	JeongNatureEcologyEvolution2019	0.0	0	Tatar_Kazan	Russia	55.23	52.58	M	..	1.9593136	2.8587859
Europe Eastern	#e2e2ef	TTR-086	JeongNatureEcologyEvolution2019	0.0	0	Tatar_Kazan	Russia	55.23	52.58	M	..	2.6935942	2.4103594
Europe Eastern	#e2e2ef	TTR-249	JeongNatureEcologyEvolution2019	0.0	0	Tatar_Kazan	Russia	55.23	52.58	M	..	2.476154	2.569483
Europe Eastern	#e2e2ef	STA-434	JeongNatureEcologyEvolution2019	0.0	0	Tatar_Siberian_Zabolotniye	Russia	58.41	67.46	M	..	0.29546076	4.7761564
Europe Eastern	#e2e2ef	STA-366	JeongNatureEcologyEvolution2019	0.0	0	Tatar_Siberian_Zabolotniye	Russia	58.41	67.46	M	..	0.19595739	4.696513
Europe Eastern	#e2e2ef	STA-362	JeongNatureEcologyEvolution2019	0.0	0	Tatar_Siberian_Zabolotniye	Russia	58.41	67.46	M	..	0.3600779	4.926895
Europe Eastern	#e2e2ef	STA-357	JeongNatureEcologyEvolution2019	0.0	0	Tatar_Siberian_Zabolotniye	Russia	58.41	67.46	M	..	0.3401812	4.8640656
Europe Eastern	#e2e2ef	Rkuch-05	JeongNatureEcologyEvolution2019	0.0	0	Russian	Russia	51.89	37.25	M	..	5.9613204	-5.8963184
Europe Eastern	#e2e2ef	Rkuch-53	JeongNatureEcologyEvolution2019	0.0	0	Russian	Russia	51.89	37.25	M	..	6.4236236	-6.0091844
Europe Eastern	#e2e2ef	Rkuch-58	JeongNatureEcologyEvolution2019	0.0	0	Russian	Russia	51.89	37.25	M	..	5.810284	-5.9138627
Europe Eastern	#e2e2ef	TTR-097	JeongNatureEcologyEvolution2019	0.0	0	Tatar_Kazan	Russia	55.23	52.58	M	..	2.45726	2.5621727
Europe Eastern	#e2e2ef	TTR-250	JeongNatureEcologyEvolution2019	0.0	0	Tatar_Kazan	Russia	55.23	52.58	M	..	2.2343283	2.7061238
Europe Eastern	#e2e2ef	Rksh-407	JeongNatureEcologyEvolution2019	0.0	0	Russian	Russia	57.36	37.61	M	..	2.4657948	-3.2403343
